step,samples_seen,step_over_d,step_over_d2,phase,phase_step,last_task,train_W,train_w,include_lora,n_S_seen,n_Sprime_seen,n_S_over_d2,n_Sprime_over_d,train_loss_last,train_loss_mean_since_log,train_loss_S_mean_since_log,train_loss_Sprime_mean_since_log,lr_W,lr_w,elapsed_sec,Q0,Q,M,rho_W,eps_W,q0,q,m,rho_w,eps_w,C_W_from_wstar,C_w_from_Wstar,C_W_w,Delta_eff,E_S,E_Sprime,E_S_W_only,grad_W_S_norm,grad_W_Sprime_norm,grad_w_S_norm,grad_w_Sprime_norm,Gamma_W,Gamma_w,F_S
7500,7500,37.5,0.1875,train_W,7100,S,True,False,True,3797,3703,0.094925,18.515,1.9800060987472534,1.8942489950060843,1.7039250516698428,2.080059327037909,0.001,0.001,33.520884511992335,1.994584321975708,1.9911611080169678,1.0106019973754883,0.5071083378808044,1.9645414352416992,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.00012703628453891724,-0.006802216172218323,0.0006088708760216832,1.9645414352416992,1.7438236474990845,2.039257526397705,1.3221274614334106,1.0247787237167358,1.2456412315368652,1.1910585165023804,0.7188910245895386,0.0012967068469151855,0.12066761404275894,0.0
8000,8000,40.0,0.2,train_W,7600,S,True,False,True,4039,3961,0.100975,19.805,1.712954044342041,1.943140578240156,1.7458136280582957,2.1282301981781804,0.001,0.001,35.63423345051706,1.994584321975708,1.9909662008285522,1.0106258392333984,0.5071451233091931,1.9642988443374634,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.00014653353719040751,-0.006802216172218323,0.0005842443206347525,1.9642988443374634,1.7437145709991455,2.039133071899414,1.3220022916793823,1.0247559547424316,1.2454742193222046,1.1912260055541992,0.7188207507133484,0.001296584727242589,0.12066329270601273,0.0
8500,8500,42.5,0.2125,train_W,8100,S,True,False,True,4302,4198,0.10755,20.99,1.8783031702041626,1.9024458920955658,1.7076028988841823,2.1186640659968057,0.001,0.001,37.74267967604101,1.994584321975708,1.9907805919647217,1.0106492042541504,0.5071804898129721,1.964066505432129,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.00016200494428630918,-0.006802216172218323,0.0005591362132690847,1.964066505432129,1.7436097860336304,2.0390238761901855,1.3218833208084106,1.0248392820358276,1.2453763484954834,1.191375494003296,0.7187691926956177,0.0012983832275494933,0.1206514835357666,0.0
9000,9000,45.0,0.225,train_W,8600,Sprime,True,False,True,4558,4442,0.11395,22.21,2.51314377784729,1.8832540261745452,1.7131709199165925,2.061701875363217,0.001,0.001,39.85381015948951,1.994584321975708,1.9905859231948853,1.0106749534606934,0.5072182115099244,1.9638203382492065,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.00017137998656835407,-0.006802216172218323,0.0005314334994181991,1.9638203382492065,1.743494987487793,2.038911819458008,1.3217605352401733,1.0249406099319458,1.2456421852111816,1.191256046295166,0.7192039489746094,0.0012964083580300212,0.12059498578310013,0.0
9500,9500,47.5,0.2375,train_W,9100,Sprime,True,False,True,4782,4718,0.11955,23.59,2.71659779548645,1.8806599930226804,1.6457398277707398,2.0713198372851247,0.001,0.001,41.9786836002022,1.994584321975708,1.9904011487960815,1.0106964111328125,0.5072525234583887,1.9635926485061646,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0001908172998810187,-0.006802216172218323,0.0005046125152148306,1.9635926485061646,1.7433924674987793,2.038800001144409,1.3216453790664673,1.0249640941619873,1.24569571018219,1.1916154623031616,0.7188776731491089,0.0012990515679121017,0.12063515186309814,0.0
10000,10000,50.0,0.25,train_W,9600,S,True,False,True,5020,4980,0.1255,24.9,1.3540602922439575,1.9125144191533328,1.7651351346876942,2.0463933111488366,0.001,0.001,44.11303752288222,1.994584321975708,1.99022376537323,1.010723352432251,0.507288650012147,1.963361382484436,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0002076755481539294,-0.006802216172218323,0.00047443044604733586,1.963361382484436,1.7432935237884521,2.038686990737915,1.3215343952178955,1.025048017501831,1.2455581426620483,1.1916253566741943,0.7188425660133362,0.0012985692592337728,0.1206093579530716,0.0
10500,10500,52.5,0.2625,train_W,10100,S,True,False,True,5281,5219,0.132025,26.095,1.3386269807815552,1.8404870080053806,1.6899035791670225,2.004931672971119,0.001,0.001,46.24279964528978,1.994584321975708,1.9900511503219604,1.0107473134994507,0.507322677128409,1.963140845298767,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0002197055728174746,-0.006802216172218323,0.0004480457282625139,1.963140845298767,1.7431862354278564,2.0385773181915283,1.3214149475097656,1.0251694917678833,1.2453999519348145,1.19176185131073,0.718808114528656,0.0012984881177544594,0.12060127407312393,0.0
11000,11000,55.0,0.275,train_W,10600,Sprime,True,False,True,5532,5468,0.1383,27.34,0.8123561143875122,1.8766770564615727,1.7232359501707601,2.031350621437452,0.001,0.001,48.374311819672585,1.994584321975708,1.9898483753204346,1.010768175125122,0.507358997338974,1.9628963470458984,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.00023703445913270116,-0.006802216172218323,0.00042561357258819044,1.9628963470458984,1.7430834770202637,2.0384585857391357,1.321290135383606,1.0253419876098633,1.2454966306686401,1.1917881965637207,0.7190899848937988,0.0012970388634130359,0.12055402994155884,0.0
11500,11500,57.5,0.2875,train_W,11100,S,True,False,True,5779,5721,0.144475,28.605,0.8957509994506836,1.8903447984457016,1.7666511069304547,2.0111050427313377,0.001,0.001,50.51148830726743,1.994584321975708,1.9896693229675293,1.0107847452163696,0.5073901434954922,1.962684154510498,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0002539808629080653,-0.006802216172218323,0.0003990621480625123,1.962684154510498,1.7429842948913574,2.0383424758911133,1.3211749792099,1.0253695249557495,1.2451610565185547,1.1919103860855103,0.7193310856819153,0.0012955517740920186,0.12049710750579834,0.0
12000,12000,60.0,0.3,train_W,11600,S,True,False,True,6030,5970,0.15075,29.85,0.7405027747154236,1.8913591898083686,1.7255050103027982,2.0585455313983214,0.001,0.001,52.616449411958456,1.994584321975708,1.9894976615905762,1.0108083486557007,0.5074238816748434,1.9624652862548828,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.00027023395523428917,-0.006802216172218323,0.00037197303026914597,1.9624652862548828,1.7428768873214722,2.038233995437622,1.3210593461990356,1.0253808498382568,1.2451834678649902,1.1920663118362427,0.7195214629173279,0.0012928914511576295,0.12047114223241806,0.0
12500,12500,62.5,0.3125,train_W,12100,S,True,False,True,6289,6211,0.157225,31.055,1.6777981519699097,1.9297569707036017,1.7532403055995587,2.1194574531183203,0.001,0.001,54.74493808671832,1.994584321975708,1.989317774772644,1.0108345746994019,0.5074599894298734,1.9622329473495483,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.00028948724502697587,-0.006802216172218323,0.00034665412385948,1.9622329473495483,1.742771029472351,2.038120746612549,1.3209373950958252,1.02544367313385,1.245217204093933,1.1919848918914795,0.719771683216095,0.0012920662993565202,0.12043680995702744,0.0
13000,13000,65.0,0.325,train_W,12600,S,True,False,True,6529,6471,0.163225,32.355,0.46264785528182983,1.9851387086212635,1.8405512652049463,2.118604041005556,0.001,0.001,56.861120112240314,1.994584321975708,1.9891245365142822,1.0108541250228882,0.5074944531840687,1.9620006084442139,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.00030897906981408596,-0.006802216172218323,0.00032112502958625555,1.9620006084442139,1.7426694631576538,2.0380022525787354,1.32081937789917,1.025469422340393,1.2451661825180054,1.1918836832046509,0.7201390862464905,0.0012901253066956997,0.12039565294981003,0.0
13500,13500,67.5,0.3375,train_W,13100,Sprime,True,False,True,6781,6719,0.169525,33.595,1.2616465091705322,1.8645866321474314,1.7381718618470052,1.9930403503559289,0.001,0.001,58.98926084302366,1.994584321975708,1.988940954208374,1.0108706951141357,0.5075261932210706,1.9617838859558105,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.00032432604348286986,-0.006802216172218323,0.00029411373543553054,1.9617838859558105,1.7425804138183594,2.037893533706665,1.3207067251205444,1.02548348903656,1.2449395656585693,1.192001461982727,0.7202649712562561,0.0012907757190987468,0.12036795169115067,0.0
14000,14000,70.0,0.35,train_W,13600,Sprime,True,False,True,7037,6963,0.175925,34.815,0.8433268666267395,1.8398452447652818,1.749736899859272,1.9343851476174887,0.001,0.001,61.12178668752313,1.994584321975708,1.9887624979019165,1.0108933448791504,0.5075603357065465,1.9615601301193237,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.00033813752816058695,-0.006802216172218323,0.0002682855410967022,1.9615601301193237,1.7424856424331665,2.0377883911132812,1.3205971717834473,1.025656819343567,1.2449638843536377,1.1922721862792969,0.7203772068023682,0.0012882710434496403,0.12036415189504623,0.0
14500,14500,72.5,0.3625,train_W,14100,Sprime,True,False,True,7279,7221,0.181975,36.105,1.0453518629074097,1.887164650976658,1.797577728355719,1.9711957954505617,0.001,0.001,63.255444433540106,1.994584321975708,1.9885808229446411,1.0109162330627441,0.5075950127784715,1.9613326787948608,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0003595766029320657,-0.006802216172218323,0.00024355467758141458,1.9613326787948608,1.7423810958862305,2.037670135498047,1.3204772472381592,1.0257333517074585,1.2447996139526367,1.1924471855163574,0.720463216304779,0.0012862427392974496,0.12034774571657181,0.0
15000,15000,75.0,0.375,train_W,14600,Sprime,True,False,True,7523,7477,0.188075,37.385,4.407936096191406,1.8761675449609756,1.7523491631765835,1.9941819400992244,0.001,0.001,65.38577541522682,1.994584321975708,1.9884065389633179,1.0109431743621826,0.5076307858530356,1.9611045122146606,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.000373097020201385,-0.006802216172218323,0.00021676368487533182,1.9611045122146606,1.7422897815704346,2.0375585556030273,1.3203743696212769,1.02561354637146,1.2447947263717651,1.1925908327102661,0.7206562161445618,0.0012852393556386232,0.12031280249357224,0.0
15500,15500,77.5,0.3875,train_W,15100,Sprime,True,False,True,7772,7728,0.1943,38.64,3.9063973426818848,1.8896934434771537,1.7126798028926773,2.065296616805977,0.001,0.001,67.51019749604166,1.994584321975708,1.9882218837738037,1.0109663009643555,0.5076659715278955,1.9608736038208008,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0003866370243486017,-0.006802216172218323,0.0001870708365458995,1.9608736038208008,1.7421813011169434,2.037440776824951,1.320252776145935,1.0256320238113403,1.2447792291641235,1.1926602125167847,0.7209038734436035,0.0012849419144913554,0.120284803211689,0.0
16000,16000,80.0,0.4,train_W,15600,Sprime,True,False,True,8036,7964,0.2009,39.82,2.6150317192077637,1.893802760630846,1.7338876534027583,2.072690846682605,0.001,0.001,69.6382261402905,1.994584321975708,1.9880512952804565,1.0109891891479492,0.5076992456828385,1.9606572389602661,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.00040185809484682977,-0.006802216172218323,0.00015781383262947202,1.9606572389602661,1.7420810461044312,2.0373408794403076,1.3201417922973633,1.0257176160812378,1.2445552349090576,1.1929172277450562,0.7210543751716614,0.0012838066322728992,0.12023113667964935,0.0
16500,16500,82.5,0.4125,train_W,16100,S,True,False,True,8271,8229,0.206775,41.145,1.9890189170837402,1.9878362264931202,1.7838053829492406,2.1687692386924096,0.001,0.001,71.74558392725885,1.994584321975708,1.9878475666046143,1.0110118389129639,0.5077366361781562,1.9604082107543945,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0004178180533926934,-0.006802216172218323,0.0001317855785600841,1.9604082107543945,1.7419707775115967,2.037215232849121,1.3200092315673828,1.0256452560424805,1.2444660663604736,1.1930314302444458,0.7212520837783813,0.0012838951079174876,0.12017720937728882,0.0
17000,17000,85.0,0.425,train_W,16600,Sprime,True,False,True,8517,8483,0.212925,42.415,1.258344054222107,1.9167936284542084,1.7620481324147403,2.0666652506026697,0.001,0.001,73.85759032331407,1.994584321975708,1.9876655340194702,1.0110323429107666,0.5077701828951476,1.960185170173645,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.00043090610415674746,-0.006802216172218323,0.00010503063094802201,1.960185170173645,1.7418760061264038,2.0371158123016357,1.3198957443237305,1.0252017974853516,1.244583010673523,1.192610263824463,0.7212225198745728,0.001283389050513506,0.12017404288053513,0.0
17500,17500,87.5,0.4375,train_W,17100,Sprime,True,False,True,8765,8735,0.219125,43.675,3.2051384449005127,1.8927364721000195,1.712030555992838,2.0705740403324837,0.001,0.001,75.9815295226872,1.994584321975708,1.9874720573425293,1.0110491514205933,0.5078033396700825,1.9599580764770508,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0004456900351215154,-0.006802216172218323,7.957591878948733e-05,1.9599580764770508,1.7417712211608887,2.0370073318481445,1.319778561592102,1.025390625,1.244520664215088,1.1925956010818481,0.7214300632476807,0.0012832320062443614,0.12013751268386841,0.0
18000,18000,90.0,0.45,train_W,17600,S,True,False,True,9026,8974,0.22565,44.87,2.092047929763794,1.8270141506195068,1.687223966665195,1.9796720502516216,0.001,0.001,78.10169931687415,1.994584321975708,1.9872863292694092,1.0110664367675781,0.5078357503300372,1.959737777709961,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0004640091792680323,-0.006802216172218323,5.5012511438690126e-05,1.959737777709961,1.741675615310669,2.03690242767334,1.3196649551391602,1.0253156423568726,1.244654893875122,1.1924569606781006,0.7214896082878113,0.0012836250243708491,0.12012536078691483,0.0
18500,18500,92.5,0.4625,train_W,18100,S,True,False,True,9294,9206,0.23235,46.03,3.5726866722106934,1.9112969819903374,1.799421207673514,2.0405327902528745,0.001,0.001,80.20880075916648,1.994584321975708,1.9870954751968384,1.0110926628112793,0.5078733111122452,1.9594944715499878,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.00047944363905116916,-0.006802216172218323,2.6913641704595648e-05,1.9594944715499878,1.741578221321106,2.036787509918213,1.319545865058899,1.0254149436950684,1.2445433139801025,1.1925512552261353,0.721851646900177,0.0012826832244172692,0.12008141726255417,0.0
19000,19000,95.0,0.475,train_W,18600,Sprime,True,False,True,9575,9425,0.239375,47.125,1.7865595817565918,1.9144022139757872,1.7933739472273407,2.0696941909452553,0.001,0.001,82.31923176907003,1.994584321975708,1.9869112968444824,1.0111148357391357,0.5079079874408069,1.959265947341919,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0004924947279505432,-0.006802216172218323,1.2496948329498991e-06,1.959265947341919,1.741475224494934,2.036677360534668,1.319425344467163,1.0254944562911987,1.2446030378341675,1.1925441026687622,0.721799373626709,0.0012824106961488724,0.12010792642831802,0.0
19500,19500,97.5,0.4875,train_W,19100,S,True,False,True,9836,9664,0.2459,48.32,1.348821997642517,1.8379400079250336,1.7215032874396021,1.9650947528902956,0.001,0.001,84.44708388671279,1.994584321975708,1.9867374897003174,1.011136531829834,0.5079411027492478,1.9590487480163574,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0005076884990558028,-0.006802216172218323,-2.6923942641587928e-05,1.9590487480163574,1.741376280784607,2.0365705490112305,1.319313645362854,1.0255669355392456,1.244425654411316,1.1928507089614868,0.7212756276130676,0.0012827810132876039,0.12018046528100967,0.0
20000,20000,100.0,0.5,train_W,19600,S,True,False,True,10079,9921,0.251975,49.605,1.8522344827651978,1.8616635196805,1.6618291469513145,2.0506119732726873,0.001,0.001,86.5985893830657,1.994584321975708,1.9865628480911255,1.0111596584320068,0.5079750472595492,1.9588278532028198,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.000526559364516288,-0.006802216172218323,-5.1206872740294784e-05,1.9588278532028198,1.7412811517715454,2.0364623069763184,1.3192026615142822,1.025608777999878,1.244519591331482,1.1926699876785278,0.721568763256073,0.0012808198807761073,0.12013132870197296,0.0
20500,20500,102.5,0.5125,train_W,20100,Sprime,True,False,True,10319,10181,0.257975,50.905,2.8441808223724365,1.9102234445214272,1.6955168063441912,2.1084141874542603,0.001,0.001,88.77336268685758,1.994584321975708,1.9863841533660889,1.0111786127090454,0.5080074178784144,1.958611249923706,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0005412845057435334,-0.006802216172218323,-7.956428453326225e-05,1.958611249923706,1.741188406944275,2.036365509033203,1.3190943002700806,1.0256738662719727,1.244452714920044,1.192362904548645,0.7215700745582581,0.0012800212716683745,0.12012768536806107,0.0
