step,samples_seen,step_over_d,step_over_d2,phase,phase_step,last_task,train_W,train_w,include_lora,n_S_seen,n_Sprime_seen,n_S_over_d2,n_Sprime_over_d,train_loss_last,train_loss_mean_since_log,train_loss_S_mean_since_log,train_loss_Sprime_mean_since_log,lr_W,lr_w,elapsed_sec,Q0,Q,M,rho_W,eps_W,q0,q,m,rho_w,eps_w,C_W_from_wstar,C_w_from_Wstar,C_W_w,Delta_eff,E_S,E_Sprime,E_S_W_only,grad_W_S_norm,grad_W_Sprime_norm,grad_w_S_norm,grad_w_Sprime_norm,Gamma_W,Gamma_w,F_S
5000,5000,25.0,0.125,joint,5000,S,True,True,True,2532,2468,0.0633,12.34,2.388333797454834,1.8656934210062026,1.7045948446735621,2.0320309754309616,0.001,0.001,22.514623191207647,1.994584321975708,1.9919309616088867,1.0105088949203491,0.5069636245520596,1.9654974937438965,0.9436385631561279,1.137048602104187,0.018261553719639778,0.017629718204939457,2.182666292733937,5.908088496653363e-05,-0.006177276372909546,0.0004895229358226061,1.9654974937438965,1.72052800655365,2.018209218978882,1.3226126432418823,1.0471440553665161,1.2427024841308594,1.2854589223861694,0.6734454035758972,0.0017809595447033644,0.1248653307557106,0.0
5500,5500,27.5,0.1375,joint,5500,S,True,True,True,2789,2711,0.069725,13.555,2.243568181991577,1.8785823229551315,1.716305516341317,2.050208410608425,0.001,0.001,24.755786458030343,1.994584321975708,1.9917360544204712,1.0105299949645996,0.5069990153820846,1.96526038646698,0.9436385631561279,1.131930947303772,0.018247460946440697,0.017655890861589696,2.1710554676773923,7.555542106274515e-05,-0.006113815121352673,0.00040475043351761997,1.96526038646698,1.717963695526123,2.015798807144165,1.3224936723709106,1.0502768754959106,1.2427034378051758,1.2973718643188477,0.6680600047111511,0.0018407132010906935,0.12526847422122955,0.0
6000,6000,30.0,0.15,joint,6000,Sprime,True,True,True,3033,2967,0.075825,14.835,4.75166130065918,1.9411665953099728,1.7423916812680784,2.1306239352561533,0.001,0.001,26.985261652618647,1.994584321975708,1.9915485382080078,1.010548710823059,0.5070322738026235,1.9650354385375977,0.9436385631561279,1.1263961791992188,0.018205976113677025,0.017658977123600334,2.1585591752574564,9.153485007118434e-05,-0.006045825779438019,0.00033700483618304133,1.9650354385375977,1.7151875495910645,2.013251304626465,1.3223834037780762,1.0519413948059082,1.2422343492507935,1.3093854188919067,0.6621860861778259,0.0018963319016620517,0.12546636164188385,0.0
6500,6500,32.5,0.1625,joint,6500,S,True,True,True,3281,3219,0.082025,16.095,1.3717422485351562,1.8988703622221947,1.744212621762868,2.0510732179123257,0.001,0.001,29.211731454357505,1.994584321975708,1.9913526773452759,1.0105688571929932,0.5070673166716518,1.9647992849349976,0.9436385631561279,1.1213560104370117,0.01821616105735302,0.01770851972289374,2.147229382971238,0.00010902223584707826,-0.00598897784948349,0.00027193184359930456,1.9647992849349976,1.7126632928848267,2.010849714279175,1.3222651481628418,1.053971767425537,1.241513967514038,1.3187912702560425,0.6569404602050781,0.0019499106565490365,0.1256212741136551,0.0
7000,7000,35.0,0.175,joint,7000,Sprime,True,True,True,3550,3450,0.08875,17.25,3.647800922393799,1.8297592178881168,1.6671531259681212,2.0191143638901896,0.001,0.001,31.442628970369697,1.994584321975708,1.991163969039917,1.0105923414230347,0.5071031283176999,1.9645636081695557,0.9436385631561279,1.1163250207901,0.018162155523896217,0.017695760038727745,2.1359755621308305,0.00012551764666568488,-0.005932165775448084,0.00021444720914587379,1.9645636081695557,1.7100696563720703,2.008507251739502,1.322139024734497,1.0559195280075073,1.2397617101669312,1.3302463293075562,0.6522138714790344,0.002002035267651081,0.12568356096744537,0.0
7500,7500,37.5,0.1875,joint,7500,S,True,True,True,3797,3703,0.094925,18.515,1.9534735679626465,1.86051058614254,1.6697613485911598,2.046736126360686,0.001,0.001,33.66873532347381,1.994584321975708,1.9909616708755493,1.0106114149093628,0.5071384619313779,1.9643231630325317,0.9436385631561279,1.111192226409912,0.017941255122423172,0.017520858581767714,2.124558124638443,0.00014162759180180728,-0.005889959633350372,0.00017382821533828974,1.9643231630325317,1.7074800729751587,2.0061771869659424,1.3220187425613403,1.0588274002075195,1.2407759428024292,1.3408764600753784,0.6479842066764832,0.002051529474556446,0.12575791776180267,0.0
8000,8000,40.0,0.2,joint,8000,S,True,True,True,4039,3961,0.100975,19.805,1.6738985776901245,1.907647348165512,1.7126326074531255,2.0905681514693786,0.001,0.001,35.91242180764675,1.994584321975708,1.9907597303390503,1.010634183883667,0.5071756094289503,1.9640756845474243,0.9436385631561279,1.106148362159729,0.017865896224975586,0.0174869986454763,2.1133795564881694,0.000161245625349693,-0.005811421666294336,0.00015113629342522472,1.9640756845474243,1.7048794031143188,2.0038421154022217,1.321889042854309,1.0623750686645508,1.2397056818008423,1.35194993019104,0.6438167691230774,0.0021087529603391886,0.12631288170814514,0.0
8500,8500,42.5,0.2125,joint,8500,S,True,True,True,4302,4198,0.10755,20.99,1.7798315286636353,1.8642063069343566,1.666406374070581,2.0837058104920487,0.001,0.001,38.14105459861457,1.994584321975708,1.9905667304992676,1.010656714439392,0.5072115032633617,1.9638376235961914,0.9436385631561279,1.1012014150619507,0.017947472631931305,0.017606258703827416,2.1024540708620565,0.00017691483662929386,-0.0057172756642103195,0.00011886395805049688,1.9638376235961914,1.7023826837539673,2.001518964767456,1.3217700719833374,1.0651044845581055,1.2401864528656006,1.3604378700256348,0.6413894891738892,0.0021565675269812346,0.12567657232284546,0.0
9000,9000,45.0,0.225,joint,9000,Sprime,True,True,True,4558,4442,0.11395,22.21,2.4749603271484375,1.8442029686272143,1.6751913377665915,2.0215266469072124,0.001,0.001,40.373819226399064,1.994584321975708,1.9903639554977417,1.010681390762329,0.5072497243130337,1.9635854959487915,0.9436385631561279,1.0963929891586304,0.01801024004817009,0.0177065331196505,2.0918825870583726,0.00018652796279639006,-0.005673109088093042,4.120120865991339e-05,1.9635854959487915,1.6999237537384033,1.99932062625885,1.3216418027877808,1.0668730735778809,1.241234540939331,1.3664253950119019,0.6375634074211121,0.0022020647302269936,0.12602952122688293,0.0
9500,9500,47.5,0.2375,joint,9500,Sprime,True,True,True,4782,4718,0.11955,23.59,2.5824687480926514,1.8396235128939151,1.6031463450220014,2.031547011456628,0.001,0.001,42.611768543720245,1.994584321975708,1.9901714324951172,1.010702133178711,0.5072846694921713,1.9633514881134033,0.9436385631561279,1.0915875434875488,0.017906352877616882,0.017643104762859334,2.0813758280257875,0.00020629643404390663,-0.00560595141723752,-2.4731349185458384e-05,1.9633514881134033,1.6975228786468506,1.9970241785049438,1.3215289115905762,1.0714192390441895,1.241639256477356,1.3802411556243896,0.6325240731239319,0.0022609736770391464,0.1263190060853958,0.0
10000,10000,50.0,0.25,joint,10000,S,True,True,True,5020,4980,0.1255,24.9,1.2915284633636475,1.8663687960356474,1.720840773819124,1.9985660070567641,0.001,0.001,44.848797710612416,1.994584321975708,1.9899847507476807,1.0107282400131226,0.5073215672620023,1.9631125926971436,0.9436385631561279,1.0865167379379272,0.017839962616562843,0.017618660583021164,2.0703358311623155,0.00022321824508253485,-0.005542312748730183,-0.00011114940571133047,1.9631125926971436,1.6949374675750732,1.9946664571762085,1.3214114904403687,1.075714349746704,1.2414308786392212,1.3933842182159424,0.6289669871330261,0.00231279619038105,0.12648120522499084,0.0
10500,10500,52.5,0.2625,joint,10500,S,True,True,True,5281,5219,0.132025,26.095,1.2690150737762451,1.7943157975375652,1.6446674676804707,1.9577392874651873,0.001,0.001,47.07832511141896,1.994584321975708,1.989801287651062,1.0107507705688477,0.5073562641163473,1.9628840684890747,0.9436385631561279,1.0816655158996582,0.017785625532269478,0.01760434259504879,2.0598213692106873,0.00023561553098261356,-0.005484435241669416,-0.00015845651796553284,1.9628840684890747,1.692417025566101,1.992407202720642,1.3212864398956299,1.0779047012329102,1.24138605594635,1.4029896259307861,0.624622106552124,0.002379916375502944,0.1269746720790863,0.0
11000,11000,55.0,0.275,joint,11000,Sprime,True,True,True,5532,5468,0.1383,27.34,0.7675291299819946,1.8347052077651025,1.6796829746776367,1.9909725993512624,0.001,0.001,49.314892238005996,1.994584321975708,1.989589810371399,1.010770559310913,0.5073931610114146,1.9626330137252808,0.9436385631561279,1.0775206089019775,0.017789095640182495,0.017641610815410862,2.050871496636459,0.000253223319305107,-0.005435720086097717,-0.00019995307957287878,1.9626330137252808,1.6902731657028198,1.9904203414916992,1.3211593627929688,1.0788538455963135,1.2405974864959717,1.4056671857833862,0.6209109425544739,0.002415885915979743,0.12734904885292053,0.0
11500,11500,57.5,0.2875,joint,11500,S,True,True,True,5779,5721,0.144475,28.605,0.8627687096595764,1.8383806480169296,1.7120305983885098,1.961734253780644,0.001,0.001,51.55994641594589,1.994584321975708,1.9893999099731445,1.0107862949371338,0.5074252767736879,1.962411642074585,0.9436385631561279,1.0725712776184082,0.01762942597270012,0.0175235563655448,2.040241290127092,0.00027050712378695607,-0.00538124144077301,-0.00023992365458980203,1.962411642074585,1.6877682209014893,1.9880794286727905,1.3210433721542358,1.0819746255874634,1.241246223449707,1.4150707721710205,0.6181049346923828,0.0024556757416576147,0.12750621140003204,0.0
12000,12000,60.0,0.3,joint,12000,S,True,True,True,6030,5970,0.15075,29.85,0.7197501063346863,1.8349413488507271,1.6682394516183086,2.0029822171452536,0.001,0.001,53.79456000775099,1.994584321975708,1.9892183542251587,1.0108087062835693,0.5074596838143018,1.962185263633728,0.9436385631561279,1.0674502849578857,0.017707351595163345,0.017643183115187172,2.0292767481310037,0.00028699770336970687,-0.005331628490239382,-0.0002741729549597949,1.962185263633728,1.6851553916931152,1.9857208728790283,1.320919394493103,1.0848652124404907,1.2402260303497314,1.4212287664413452,0.6145142912864685,0.0025127308908849955,0.1278855949640274,0.0
12500,12500,62.5,0.3125,joint,12500,S,True,True,True,6289,6211,0.157225,31.055,1.678825855255127,1.8742524299621581,1.6990397229618088,2.0625515632114966,0.001,0.001,56.03591374307871,1.994584321975708,1.9890265464782715,1.0108336210250854,0.5074966597822044,1.9619436264038086,0.9436385631561279,1.0626206398010254,0.017684966325759888,0.017660877301593856,2.0189908459386157,0.00030656097806058824,-0.005265519488602877,-0.0003011201915796846,1.9619436264038086,1.6826870441436768,1.9835448265075684,1.3207917213439941,1.0850491523742676,1.2391175031661987,1.4219084978103638,0.6113517880439758,0.002548589138314128,0.1280396729707718,0.0
13000,13000,65.0,0.325,joint,13000,S,True,True,True,6529,6471,0.163225,32.355,0.461933970451355,1.9245983574688434,1.778351690992713,2.059595280369887,0.001,0.001,58.26986606232822,1.994584321975708,1.98882257938385,1.0108520984649658,0.5075319599221558,1.9617027044296265,0.9436385631561279,1.0575408935546875,0.017532674595713615,0.017550793126020862,2.00823169005885,0.0003264492843300104,-0.0052275145426392555,-0.00032096452196128666,1.9617027044296265,1.680163025856018,1.9812555313110352,1.3206706047058105,1.0889551639556885,1.2380874156951904,1.4320619106292725,0.6060536503791809,0.0026209575589746237,0.12883928418159485,0.0
13500,13500,67.5,0.3375,joint,13500,Sprime,True,True,True,6781,6719,0.169525,33.595,1.270735502243042,1.8023968671560286,1.6736101478574767,1.9332607916045574,0.001,0.001,60.572067242115736,1.994584321975708,1.9886276721954346,1.0108673572540283,0.5075644927035421,1.961477279663086,0.9436385631561279,1.0526790618896484,0.017630508169531822,0.017689436457932892,1.9979652755796,0.0003421249857638031,-0.005156233906745911,-0.00036611745599657297,1.961477279663086,1.6776905059814453,1.9789166450500488,1.3205560445785522,1.0926107168197632,1.2373878955841064,1.4403384923934937,0.6034262180328369,0.00267719360999763,0.12922169268131256,0.0
14000,14000,70.0,0.35,joint,14000,Sprime,True,True,True,7037,6963,0.175925,34.815,0.7937870621681213,1.7787573972940445,1.6868233369896188,1.8752128048265566,0.001,0.001,63.441590486094356,1.994584321975708,1.9884364604949951,1.0108882188796997,0.5075993715744104,1.9612443447113037,0.9436385631561279,1.0480761528015137,0.017483500763773918,0.01758041556896024,1.9883060143486697,0.00035619945265352726,-0.005080871749669313,-0.00041105697164312005,1.9612443447113037,1.6753278970718384,1.976731538772583,1.3204425573349,1.0952816009521484,1.2380728721618652,1.446076512336731,0.601394772529602,0.002714555012062192,0.1291843056678772,0.0
14500,14500,72.5,0.3625,joint,14500,Sprime,True,True,True,7279,7221,0.181975,36.105,1.069502353668213,1.8254978732764722,1.7339550198848583,1.911363650488761,0.001,0.001,66.32822551950812,1.994584321975708,1.9882405996322632,1.0109094381332397,0.5076350280660392,1.9610060453414917,0.9436385631561279,1.0435599088668823,0.017467431724071503,0.017602223091797906,1.9788607989275473,0.00037782525760121644,-0.0050339410081505775,-0.00043846387416124344,1.9610060453414917,1.6730209589004517,1.9746174812316895,1.3203154802322388,1.097441554069519,1.2376266717910767,1.4498013257980347,0.5962579250335693,0.002772355219349265,0.12971952557563782,0.0
15000,15000,75.0,0.375,joint,15000,Sprime,True,True,True,7523,7477,0.188075,37.385,4.373928546905518,1.8091345155835152,1.68118667040692,1.9310848055174574,0.001,0.001,69.19838773086667,1.994584321975708,1.9880518913269043,1.0109343528747559,0.5076716318618544,1.9607675075531006,0.9436385631561279,1.0388551950454712,0.017475351691246033,0.017650035222078017,1.9690630783148602,0.00039166698115877807,-0.00499628996476531,-0.0004788408987224102,1.9607675075531006,1.6706702709197998,1.9724329710006714,1.3202086687088013,1.098591923713684,1.2368433475494385,1.453574776649475,0.5936160683631897,0.002807264681905508,0.1296018660068512,0.0
15500,15500,77.5,0.3875,joint,15500,Sprime,True,True,True,7772,7728,0.1943,38.64,3.6345791816711426,1.8160438260734082,1.6421557681029102,1.9885463218290018,0.001,0.001,72.06935101002455,1.994584321975708,1.987854242324829,1.0109562873840332,0.5077078853354255,1.9605259895324707,0.9436385631561279,1.0338290929794312,0.01735493540763855,0.017570971995334268,1.9586539438000283,0.0004057450278196484,-0.0049633788876235485,-0.0005471398471854627,1.9605259895324707,1.6681170463562012,1.9701597690582275,1.3200796842575073,1.1012576818466187,1.2355821132659912,1.4589368104934692,0.5884829759597778,0.002871394855901599,0.12990118563175201,0.0
16000,16000,80.0,0.4,joint,16000,Sprime,True,True,True,8036,7964,0.2009,39.82,2.5183773040771484,1.81594620770216,1.660462643612515,1.9898769743109153,0.001,0.001,74.93977971933782,1.994584321975708,1.987668752670288,1.0109773874282837,0.5077421715389369,1.9602982997894287,0.9436385631561279,1.0287561416625977,0.01734517142176628,0.017604331399550373,1.9481912269405754,0.0004210693296045065,-0.0048949443735182285,-0.0005902945413254201,1.9602982997894287,1.665519118309021,1.967782735824585,1.3199646472930908,1.1037217378616333,1.2346670627593994,1.462148666381836,0.5849586725234985,0.002908471040427685,0.13010552525520325,0.0
16500,16500,82.5,0.4125,joint,16500,S,True,True,True,8271,8229,0.206775,41.145,1.933234691619873,1.913041756927967,1.712780760450566,2.0906316972003793,0.001,0.001,77.81360126659274,1.994584321975708,1.9874495267868042,1.0109987258911133,0.5077808914366045,1.9600363969802856,0.9436385631561279,1.0240745544433594,0.01735364831984043,0.017653148074754717,1.9385801327137093,0.00043753726640716195,-0.004844328388571739,-0.000623139669187367,1.9600363969802856,1.6631463766098022,1.9655439853668213,1.3198248147964478,1.1055432558059692,1.23395836353302,1.4626548290252686,0.5811635255813599,0.0029630486387759447,0.13038067519664764,0.0
17000,17000,85.0,0.425,joint,17000,Sprime,True,True,True,8517,8483,0.212925,42.415,1.2006983757019043,1.840502223789692,1.6911250576982653,1.9851745972483177,0.001,0.001,80.71594607830048,1.994584321975708,1.9872517585754395,1.011017084121704,0.5078153785944496,1.9598019123077393,0.9436385631561279,1.01937997341156,0.017184974625706673,0.017521771251255456,1.9289986213621422,0.00045060995034873486,-0.0047967382706701756,-0.0006693588802590966,1.9598019123077393,1.6607722043991089,1.9633703231811523,1.3197073936462402,1.1070176362991333,1.2343515157699585,1.4647432565689087,0.5785121321678162,0.0030085754115134478,0.13029305636882782,0.0
17500,17500,87.5,0.4375,joint,17500,Sprime,True,True,True,8765,8735,0.219125,43.675,3.134918689727783,1.8189097279906272,1.6384639193213755,1.9964913174746528,0.001,0.001,83.59564542770386,1.994584321975708,1.9870425462722778,1.011032223701477,0.5078497161302802,1.9595624208450317,0.9436385631561279,1.0150851011276245,0.016988685354590416,0.01735824068291283,1.9202742695464867,0.00046586216194555163,-0.004733457695692778,-0.0007225009612739086,1.9595624208450317,1.6585551500320435,1.961280107498169,1.3195830583572388,1.1081303358078003,1.232571005821228,1.4648573398590088,0.5759698152542114,0.003055132459849119,0.1300119310617447,0.0
18000,18000,90.0,0.45,joint,18000,S,True,True,True,9026,8974,0.22565,44.87,2.100769519805908,1.7544748144745828,1.613482490695756,1.9084455111535523,0.001,0.001,86.46953695081174,1.994584321975708,1.9868419170379639,1.0110478401184082,0.507883201200978,1.9593305587768555,0.9436385631561279,1.0109596252441406,0.016872582957148552,0.01727475218969914,1.9119237336378432,0.0004844430659431964,-0.004680850077420473,-0.0007721069268882275,1.9593305587768555,1.656465768814087,1.9593791961669922,1.319463849067688,1.1077189445495605,1.2332022190093994,1.4612677097320557,0.5742655396461487,0.003088927362114191,0.13026297092437744,0.0
18500,18500,92.5,0.4625,joint,18500,S,True,True,True,9294,9206,0.23235,46.03,3.538411855697632,1.8262631703019143,1.712452932858645,1.9577336170036217,0.001,0.001,89.37063471414149,1.994584321975708,1.9866350889205933,1.0110722780227661,0.5079219149309835,1.959074854850769,0.9436385631561279,1.0062953233718872,0.016814831644296646,0.01725547647136785,1.9025185385890406,0.0005002402467653155,-0.004613082855939865,-0.0008276464068330824,1.959074854850769,1.6540695428848267,1.9572491645812988,1.3193391561508179,1.1092642545700073,1.2325626611709595,1.4607434272766113,0.5728685855865479,0.0031461487524211407,0.13040441274642944,0.0
19000,19000,95.0,0.475,joint,19000,Sprime,True,True,True,9575,9425,0.239375,47.125,1.7413649559020996,1.829808899179101,1.7087699345899647,1.9851146026016915,0.001,0.001,92.29893912933767,1.994584321975708,1.9864343404769897,1.0110927820205688,0.5079578804004604,1.95883309841156,0.9436385631561279,1.0017756223678589,0.01684276945888996,0.017323092892244037,1.893440777679782,0.0005137768457643688,-0.004545724019408226,-0.0008594763348810375,1.95883309841156,1.6518101692199707,1.9551496505737305,1.3192111253738403,1.109267234802246,1.2324196100234985,1.4576084613800049,0.5714581608772278,0.0031927565578371286,0.13039840757846832,0.0
19500,19500,97.5,0.4875,joint,19500,S,True,True,True,9836,9664,0.2459,48.32,1.1989364624023438,1.7517259063720703,1.6241863033095538,1.8910055565784167,0.001,0.001,95.17417303472757,1.994584321975708,1.986243486404419,1.0111128091812134,0.5079923459600794,1.9586021900177002,0.9436385631561279,0.9972959756851196,0.016714906319975853,0.017230150595119405,1.8844942248065253,0.0005298797623254359,-0.004491619765758514,-0.0009220752399414778,1.9586021900177002,1.649491786956787,1.9530173540115356,1.3190914392471313,1.1116634607315063,1.2316741943359375,1.4570399522781372,0.5681807398796082,0.0032554971985518932,0.1305733323097229,0.0
20000,20000,100.0,0.5,joint,20000,S,True,True,True,10079,9921,0.251975,49.605,1.7170330286026,1.7770915126651525,1.5733137372651218,1.969768553218489,0.001,0.001,97.40541543997824,1.994584321975708,1.9860509634017944,1.0111342668533325,0.5080277481951132,1.9583667516708374,0.9436385631561279,0.9929159283638,0.01677476055920124,0.01732994764347744,1.8757729934902714,0.0005494952783919871,-0.004433822352439165,-0.0009495284757576883,1.9583667516708374,1.6472852230072021,1.9508845806121826,1.3189716339111328,1.114195704460144,1.2325761318206787,1.4595706462860107,0.5657443404197693,0.003298704046756029,0.13048464059829712,0.0
20500,20500,102.5,0.5125,joint,20500,Sprime,True,True,True,10319,10181,0.257975,50.905,2.7671267986297607,1.8156068133413792,1.5966385687390963,2.0177313468204097,0.001,0.001,99.63894339837134,1.994584321975708,1.9858530759811401,1.0111509561538696,0.508061445365842,1.9581354856491089,0.9436385631561279,0.9882996678352356,0.016722721979022026,0.01731648753099084,1.8666306724578232,0.0005648621590808034,-0.00435704505071044,-0.000993601861409843,1.9581354856491089,1.6449388265609741,1.9487591981887817,1.3188586235046387,1.1144808530807495,1.2330541610717773,1.4583078622817993,0.5650365948677063,0.0033220986369997263,0.13010190427303314,0.0
21000,21000,105.0,0.525,joint,21000,Sprime,True,True,True,10563,10437,0.264075,52.185,0.49408140778541565,1.8248939906954766,1.723030995455433,1.921982158033643,0.001,0.001,101.87110224366188,1.994584321975708,1.985647201538086,1.0111722946166992,0.5080985051625562,1.9578869342803955,0.9436385631561279,0.9838680624961853,0.016766231507062912,0.01740059851782347,1.8578878892374624,0.0005833611940033734,-0.004306118469685316,-0.0010326284682378173,1.9578869342803955,1.6426808834075928,1.9466575384140015,1.3187299966812134,1.1163808107376099,1.2336828708648682,1.4564647674560547,0.5626683235168457,0.003363545285537839,0.13057971000671387,0.0
