step,samples_seen,step_over_d,step_over_d2,phase,phase_step,last_task,train_W,train_w,include_lora,n_S_seen,n_Sprime_seen,n_S_over_d2,n_Sprime_over_d,train_loss_last,train_loss_mean_since_log,train_loss_S_mean_since_log,train_loss_Sprime_mean_since_log,lr_W,lr_w,elapsed_sec,Q0,Q,M,rho_W,eps_W,q0,q,m,rho_w,eps_w,C_W_from_wstar,C_w_from_Wstar,C_W_w,Delta_eff,E_S,E_Sprime,E_S_W_only,grad_W_S_norm,grad_W_Sprime_norm,grad_w_S_norm,grad_w_Sprime_norm,Gamma_W,Gamma_w,F_S
1100,1100,5.5,0.0275,pretrain_W_on_S,1100,S,True,False,False,1100,0,0.0275,0.0,2.258650064468384,1.2929662016034127,1.2929662016034127,nan,0.001,0.001,3.1172768771648407,1.994584321975708,1.9931409358978271,1.0103188753128052,0.5067144179506724,1.9670875072479248,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-0.00010421523620607331,-0.006856794003397226,0.0010041912319138646,1.9670875072479248,1.7025504112243652,2.07472562789917,1.3010828495025635,1.0221956968307495,1.2456506490707397,1.1830952167510986,0.7234793305397034,0.0012567095691338181,0.12056861072778702,0.0
1200,1200,6.0,0.03,pretrain_W_on_S,1200,S,True,False,False,1200,0,0.03,0.0,1.348480224609375,1.3365458497405052,1.3365458497405052,nan,0.001,0.001,3.384382115676999,1.994584321975708,1.9930882453918457,1.010322093963623,0.506722730113885,1.9670283794403076,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-0.00010405573266325518,-0.006856794003397226,0.0010039628250524402,1.9670283794403076,1.7025290727615356,2.074697494506836,1.301050066947937,1.0222173929214478,1.2456198930740356,1.1831066608428955,0.7235423922538757,0.001256173592992127,0.12056273221969604,0.0
1300,1300,6.5,0.0325,pretrain_W_on_S,1300,S,True,False,False,1300,0,0.0325,0.0,1.71145498752594,1.2351164764165878,1.2351164764165878,nan,0.001,0.001,3.6526376977562904,1.994584321975708,1.9930366277694702,1.0103245973587036,0.5067305474565337,1.966971755027771,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-0.00010323280730517581,-0.006856794003397226,0.0010041763307526708,1.966971755027771,1.7025046348571777,2.0746757984161377,1.3010231256484985,1.0222538709640503,1.2456529140472412,1.1831482648849487,0.7234623432159424,0.001256931689567864,0.12058012187480927,0.0
1400,1400,7.0,0.035,pretrain_W_on_S,1400,S,True,False,False,1400,0,0.035,0.0,2.204885244369507,1.3750966536998748,1.3750966536998748,nan,0.001,0.001,3.9206758439540863,1.994584321975708,1.9929817914962769,1.0103261470794678,0.5067382959517532,1.9669138193130493,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-0.00010401554027339444,-0.006856794003397226,0.0010034121805801988,1.9669138193130493,1.702480435371399,2.074659585952759,1.300997257232666,1.0222669839859009,1.2456120252609253,1.1831728219985962,0.7236680388450623,0.0012568857055157423,0.12055093795061111,0.0
1500,1500,7.5,0.0375,pretrain_W_on_S,1500,S,True,False,False,1500,0,0.0375,0.0,1.7254263162612915,1.4071951800584792,1.4071951800584792,nan,0.001,0.001,4.1873775869607925,1.994584321975708,1.9929255247116089,1.0103302001953125,0.5067474822442394,1.966849446296692,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-0.00010475320596015081,-0.006856794003397226,0.0010016992455348372,1.966849446296692,1.7024555206298828,2.074638843536377,1.3009694814682007,1.022255778312683,1.2456423044204712,1.1830614805221558,0.7235949635505676,0.0012571846600621939,0.1205599308013916,0.0
1600,1600,8.0,0.04,pretrain_W_on_S,1600,S,True,False,False,1600,0,0.04,0.0,0.4493443965911865,1.2769548943638802,1.2769548943638802,nan,0.001,0.001,4.454321838915348,1.994584321975708,1.9928714036941528,1.0103332996368408,0.5067559177418341,1.9667891263961792,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-0.00010534953617025167,-0.006856794003397226,0.0010015798034146428,1.9667891263961792,1.7024321556091309,2.0746233463287354,1.3009312152862549,1.0222200155258179,1.2456629276275635,1.1830224990844727,0.7236362099647522,0.001256148680113256,0.12055392563343048,0.0
1700,1700,8.5,0.0425,pretrain_W_on_S,1700,S,True,False,False,1700,0,0.0425,0.0,1.6683852672576904,1.3543951407074928,1.3543951407074928,nan,0.001,0.001,4.722197286784649,1.994584321975708,1.992812991142273,1.0103365182876587,0.506764959014698,1.9667242765426636,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-0.00010533246677368879,-0.006856794003397226,0.0010006646625697613,1.9667242765426636,1.7024160623550415,2.0745952129364014,1.300905466079712,1.022230863571167,1.245713233947754,1.1830508708953857,0.723685622215271,0.0012557139853015542,0.12055202573537827,0.0
1800,1800,9.0,0.045,pretrain_W_on_S,1800,S,True,False,False,1800,0,0.045,0.0,0.7632705569267273,1.2954760110378265,1.2954760110378265,nan,0.001,0.001,4.9890299793332815,1.994584321975708,1.9927632808685303,1.010339617729187,0.5067728343405532,1.9666683673858643,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-0.00010479206684976816,-0.006856794003397226,0.0010013650171458721,1.9666683673858643,1.7023881673812866,2.0745866298675537,1.3008708953857422,1.022233486175537,1.2458125352859497,1.183058738708496,0.7237542271614075,0.0012552979169413447,0.12054415792226791,0.0
1900,1900,9.5,0.0475,pretrain_W_on_S,1900,S,True,False,False,1900,0,0.0475,0.0,2.3679323196411133,1.4002754990756512,1.4002754990756512,nan,0.001,0.001,5.2561271991580725,1.994584321975708,1.9927070140838623,1.0103410482406616,0.5067807065346769,1.966609239578247,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-0.00010481109347892925,-0.006856794003397226,0.0010013463906943798,1.966609239578247,1.702375888824463,2.0745582580566406,1.3008499145507812,1.0222845077514648,1.2458196878433228,1.1831637620925903,0.7238116264343262,0.0012558546150103211,0.12053407728672028,0.0
2000,2000,10.0,0.05,pretrain_W_on_S,2000,S,True,False,False,2000,0,0.05,0.0,0.4446162283420563,1.3736125235259533,1.3736125235259533,nan,0.001,0.001,5.523147623986006,1.994584321975708,1.9926514625549316,1.0103437900543213,0.5067891458471246,1.966548204421997,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-0.00010359224688727409,-0.006856794003397226,0.0010025710798799992,1.966548204421997,1.702346920967102,2.074533462524414,1.300810694694519,1.02226984500885,1.245821237564087,1.1831196546554565,0.7238866090774536,0.0012550671817734838,0.12051865458488464,0.0
2100,2100,10.5,0.0525,finetune_w_on_Sprime,100,Sprime,False,True,True,2000,100,0.05,0.5,3.0095982551574707,2.0585728612542153,nan,2.0585728612542153,0.001,0.001,5.8161485232412815,1.994584321975708,1.9926514625549316,1.0103437900543213,0.5067891458471246,1.966548204421997,0.9436385631561279,1.1894792318344116,0.018800901249051094,0.017745874103572833,2.3046076330651903,-0.00010359224688727409,-0.006846077740192413,0.001002995646558702,1.966548204421997,1.7019060850143433,2.074087381362915,1.300810694694519,1.0229151248931885,1.2456717491149902,1.184385061264038,0.7221423387527466,0.0012701032683253288,0.1209796816110611,0.0
