step,samples_seen,step_over_d,step_over_d2,phase,phase_step,last_task,train_W,train_w,include_lora,n_S_seen,n_Sprime_seen,n_S_over_d2,n_Sprime_over_d,train_loss_last,train_loss_mean_since_log,train_loss_S_mean_since_log,train_loss_Sprime_mean_since_log,lr_W,lr_w,elapsed_sec,Q0,Q,M,rho_W,eps_W,q0,q,m,rho_w,eps_w,C_W_from_wstar,C_w_from_Wstar,C_W_w,Delta_eff,E_S,E_Sprime,E_S_W_only,grad_W_S_norm,grad_W_Sprime_norm,grad_w_S_norm,grad_w_Sprime_norm,Gamma_W,Gamma_w,F_S
5500,5500,27.5,0.1375,pretrain_W_on_S,5500,S,True,False,False,5500,0,0.1375,0.0,1.21381676197052,1.3952207196950912,1.3952207196950912,nan,0.001,0.001,22.604638094082475,1.994584321975708,1.9907270669937134,1.0104475021362305,0.5070860852734739,1.9644163846969604,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.712381142890081e-05,-0.006856794003397226,0.000997353927232325,1.9644163846969604,1.746264100074768,2.0417284965515137,1.322080373764038,1.0223585367202759,1.2463163137435913,1.1827304363250732,0.7247409820556641,0.0012513331603258848,0.1204225942492485,0.0
6000,6000,30.0,0.15,pretrain_W_on_S,6000,S,True,False,False,6000,0,0.15,0.0,1.5668004751205444,1.3229132660627365,1.3229132660627365,nan,0.001,0.001,24.64284191094339,1.994584321975708,1.990447998046875,1.0104625225067139,0.5071291701960757,1.9641072750091553,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.919109288603067e-05,-0.006856794003397226,0.0009915351402014494,1.9641072750091553,1.746147632598877,2.041604518890381,1.3219289779663086,1.022384762763977,1.2463120222091675,1.1825358867645264,0.7248537540435791,0.0012512106914073229,0.12040422111749649,0.0
6500,6500,32.5,0.1625,pretrain_W_on_S,6500,S,True,False,False,6500,0,0.1625,0.0,1.489721655845642,1.3812491348683833,1.3812491348683833,nan,0.001,0.001,26.679136430844665,1.994584321975708,1.9901701211929321,1.0104767084121704,0.5071716929273574,1.9638010263442993,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.834126831265166e-05,-0.006856794003397226,0.0009917598217725754,1.9638010263442993,1.7460321187973022,2.0414865016937256,1.3217750787734985,1.0223898887634277,1.2462304830551147,1.1826088428497314,0.7249343395233154,0.0012493858812376857,0.12037567049264908,0.0
7000,7000,35.0,0.175,pretrain_W_on_S,7000,S,True,False,False,7000,0,0.175,0.0,1.2722138166427612,1.3502078275978566,1.3502078275978566,nan,0.001,0.001,28.707730010151863,1.994584321975708,1.9898862838745117,1.0104904174804688,0.5072147443692682,1.9634897708892822,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.851808135863394e-05,-0.006856794003397226,0.0009882946033030748,1.9634897708892822,1.7459049224853516,2.04136061668396,1.3216150999069214,1.0223495960235596,1.246235728263855,1.1825172901153564,0.7253633141517639,0.0012476706178858876,0.12032273411750793,0.0
7500,7500,37.5,0.1875,pretrain_W_on_S,7500,S,True,False,False,7500,0,0.1875,0.0,1.6737622022628784,1.358132245272398,1.358132245272398,nan,0.001,0.001,30.73478247411549,1.994584321975708,1.9896050691604614,1.010505199432373,0.5072580087817615,1.9631789922714233,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.845571184996516e-05,-0.006856794003397226,0.0009860231075435877,1.9631789922714233,1.7457878589630127,2.04123592376709,1.3214579820632935,1.0224066972732544,1.24637770652771,1.1825428009033203,0.7254905700683594,0.0012455906253308058,0.12032419443130493,0.0
8000,8000,40.0,0.2,pretrain_W_on_S,8000,S,True,False,False,8000,0,0.2,0.0,0.305368572473526,1.3393352258354425,1.3393352258354425,nan,0.001,0.001,32.75939863547683,1.994584321975708,1.9893252849578857,1.0105191469192505,0.5073006805267362,1.9628713130950928,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.851998765952885e-05,-0.006856794003397226,0.0009804212022572756,1.9628713130950928,1.7456663846969604,2.041111469268799,1.3213039636611938,1.0224815607070923,1.2461858987808228,1.1828510761260986,0.7255859971046448,0.0012452435912564397,0.12029453366994858,0.0
8500,8500,42.5,0.2125,pretrain_W_on_S,8500,S,True,False,False,8500,0,0.2125,0.0,0.8003106713294983,1.3447205434441567,1.3447205434441567,nan,0.001,0.001,34.78771970048547,1.994584321975708,1.9890503883361816,1.0105313062667847,0.5073418397055031,1.9625720977783203,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.936223068507388e-05,-0.006856794003397226,0.000977603835053742,1.9625720977783203,1.7455565929412842,2.0409927368164062,1.321156620979309,1.0225179195404053,1.2460488080978394,1.1827929019927979,0.7257626056671143,0.0012459633871912956,0.12027016282081604,0.0
9000,9000,45.0,0.225,pretrain_W_on_S,9000,S,True,False,False,9000,0,0.225,0.0,1.9878534078598022,1.377681972771883,1.377681972771883,nan,0.001,0.001,36.788594951853156,1.994584321975708,1.9887659549713135,1.01054847240448,0.5073867373845595,1.9622533321380615,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-0.00010202116391155869,-0.006856794003397226,0.0009760938119143248,1.9622533321380615,1.7454289197921753,2.0408754348754883,1.3209962844848633,1.0225406885147095,1.2463136911392212,1.1826443672180176,0.7260701060295105,0.0012456163531169295,0.12022921442985535,0.0
9500,9500,47.5,0.2375,pretrain_W_on_S,9500,S,True,False,False,9500,0,0.2375,0.0,0.9334872961044312,1.326059289112687,1.326059289112687,nan,0.001,0.001,38.807679545134306,1.994584321975708,1.988494873046875,1.0105607509613037,0.5074274863667992,1.9619576930999756,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-0.0001034454326145351,-0.006856794003397226,0.0009732677135616541,1.9619576930999756,1.745317816734314,2.0407636165618896,1.3208521604537964,1.0225790739059448,1.2462762594223022,1.1827712059020996,0.7258719801902771,0.0012468993663787842,0.12024886906147003,0.0
10000,10000,50.0,0.25,pretrain_W_on_S,10000,S,True,False,False,10000,0,0.25,0.0,0.6613821387290955,1.352108108997345,1.352108108997345,nan,0.001,0.001,40.834541369229555,1.994584321975708,1.9882228374481201,1.0105785131454468,0.5074711186217271,1.9616501331329346,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-0.0001044542295858264,-0.006856794003397226,0.0009692052844911814,1.9616501331329346,1.7451971769332886,2.0406410694122314,1.320698857307434,1.0225930213928223,1.2460979223251343,1.1826128959655762,0.7259907722473145,0.0012452679220587015,0.12019619345664978,0.0
10500,10500,52.5,0.2625,pretrain_W_on_S,10500,S,True,False,False,10500,0,0.2625,0.0,1.2166723012924194,1.3281384087502957,1.3281384087502957,nan,0.001,0.001,42.85648125782609,1.994584321975708,1.9879497289657593,1.0105947256088257,0.5075141179136722,1.961344599723816,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-0.00010488495900062844,-0.006856794003397226,0.0009671134757809341,1.961344599723816,1.7450683116912842,2.040518045425415,1.3205394744873047,1.0225774049758911,1.246047019958496,1.1824851036071777,0.7258529663085938,0.0012461587321013212,0.12020812928676605,0.0
11000,11000,55.0,0.275,pretrain_W_on_S,11000,S,True,False,False,11000,0,0.275,0.0,0.6016830801963806,1.4113649501800538,1.4113649501800538,nan,0.001,0.001,44.88419099338353,1.994584321975708,1.9876600503921509,1.0106087923049927,0.5075581634551828,1.9610267877578735,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-0.00010307178308721632,-0.006856794003397226,0.0009699689690023661,1.9610267877578735,1.744949460029602,2.0403990745544434,1.3203763961791992,1.022789716720581,1.2460359334945679,1.182442307472229,0.7261238694190979,0.0012454482493922114,0.12016510218381882,0.0
11500,11500,57.5,0.2875,pretrain_W_on_S,11500,S,True,False,False,11500,0,0.2875,0.0,0.8849027752876282,1.3563736201822758,1.3563736201822758,nan,0.001,0.001,46.91774259135127,1.994584321975708,1.9873864650726318,1.010622501373291,0.5075999832790135,1.9607257843017578,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-0.00010107021080330014,-0.006856794003397226,0.0009690457955002785,1.9607257843017578,1.7448291778564453,2.0402746200561523,1.3202192783355713,1.0228174924850464,1.2456940412521362,1.1825329065322876,0.72651606798172,0.0012451321817934513,0.12009730935096741,0.0
12000,12000,60.0,0.3,pretrain_W_on_S,12000,S,True,False,False,12000,0,0.3,0.0,0.5376653075218201,1.3151787175685168,1.3151787175685168,nan,0.001,0.001,48.95941956155002,1.994584321975708,1.9871206283569336,1.0106366872787476,0.507641061026179,1.9604315757751465,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.923410107148811e-05,-0.006856794003397226,0.0009695434127934277,1.9604315757751465,1.7447112798690796,2.0401628017425537,1.3200675249099731,1.0228339433670044,1.2456835508346558,1.1825507879257202,0.7271520495414734,0.001241495949216187,0.11999768018722534,0.0
12500,12500,62.5,0.3125,pretrain_W_on_S,12500,S,True,False,False,12500,0,0.3125,0.0,1.712469458580017,1.3436978596448899,1.3436978596448899,nan,0.001,0.001,50.98861156590283,1.994584321975708,1.9868401288986206,1.0106537342071533,0.5076854570549727,1.960116982460022,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.655198664404452e-05,-0.006856794003397226,0.0009695974295027554,1.960116982460022,1.744585394859314,2.0400400161743164,1.3199046850204468,1.022813081741333,1.2456921339035034,1.1823700666427612,0.7273470163345337,0.0012414348311722279,0.11996576935052872,0.0
13000,13000,65.0,0.325,pretrain_W_on_S,13000,S,True,False,False,13000,0,0.325,0.0,0.4861558675765991,1.3791121059060096,1.3791121059060096,nan,0.001,0.001,53.031994020566344,1.994584321975708,1.9865652322769165,1.0106682777404785,0.5077278882631382,1.9598129987716675,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.34208364924416e-05,-0.006856794003397226,0.0009678929927758873,1.9598129987716675,1.7444672584533691,2.039914131164551,1.3197526931762695,1.0228557586669922,1.2456451654434204,1.1823222637176514,0.72772616147995,0.0012385817244648933,0.11992491036653519,0.0
13500,13500,67.5,0.3375,pretrain_W_on_S,13500,S,True,False,False,13500,0,0.3375,0.0,1.3484200239181519,1.339867082491517,1.339867082491517,nan,0.001,0.001,55.078605487942696,1.994584321975708,1.9862940311431885,1.0106792449951172,0.5077680586895998,1.959519863128662,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.186773240799084e-05,-0.006856794003397226,0.0009673049789853394,1.959519863128662,1.744354486465454,2.039797782897949,1.3196028470993042,1.0228651762008667,1.2452960014343262,1.1822313070297241,0.7281628251075745,0.001237974502146244,0.11983933299779892,0.0
14000,14000,70.0,0.35,pretrain_W_on_S,14000,S,True,False,False,14000,0,0.35,0.0,0.9168968200683594,1.2987626717090606,1.2987626717090606,nan,0.001,0.001,57.11612289957702,1.994584321975708,1.9860271215438843,1.0106935501098633,0.5078093653781011,1.9592243432998657,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.118222806137055e-05,-0.006856794003397226,0.0009675552137196064,1.9592243432998657,1.7442457675933838,2.0396840572357178,1.319459080696106,1.023056983947754,1.2454594373703003,1.1825286149978638,0.7284658551216125,0.001235532690770924,0.11981423199176788,0.0
14500,14500,72.5,0.3625,pretrain_W_on_S,14500,S,True,False,False,14500,0,0.3625,0.0,0.7530583143234253,1.3614865557849407,1.3614865557849407,nan,0.001,0.001,59.14534517377615,1.994584321975708,1.9857538938522339,1.0107085704803467,0.507851847222863,1.9589210748672485,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.050283551914617e-05,-0.006856794003397226,0.0009656495531089604,1.9589210748672485,1.744125247001648,2.0395655632019043,1.3193038702011108,1.023127555847168,1.2452467679977417,1.1826796531677246,0.7284754514694214,0.0012334295315667987,0.11979992687702179,0.0
15000,15000,75.0,0.375,pretrain_W_on_S,15000,S,True,False,False,15000,0,0.375,0.0,2.80226993560791,1.309029572159052,1.309029572159052,nan,0.001,0.001,61.158498246222734,1.994584321975708,1.9854881763458252,1.010725736618042,0.5078944550094451,1.9586210250854492,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.292683535022661e-05,-0.006856794003397226,0.0009640533244237304,1.9586210250854492,1.7440111637115479,2.0394487380981445,1.319159746170044,1.0232042074203491,1.245243787765503,1.182898759841919,0.7288137078285217,0.0012314276536926627,0.11974424868822098,0.0
15500,15500,77.5,0.3875,pretrain_W_on_S,15500,S,True,False,False,15500,0,0.3875,0.0,1.2418779134750366,1.3320715571641921,1.3320715571641921,nan,0.001,0.001,63.16682764329016,1.994584321975708,1.9852120876312256,1.010741949081421,0.5079379183025092,1.9583125114440918,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.448480705032125e-05,-0.006856794003397226,0.0009608600521460176,1.9583125114440918,1.7438873052597046,2.039324998855591,1.319000244140625,1.0231467485427856,1.2451740503311157,1.1829620599746704,0.7291572093963623,0.0012312893522903323,0.11970297247171402,0.0
16000,16000,80.0,0.4,pretrain_W_on_S,16000,S,True,False,False,16000,0,0.4,0.0,1.7028335332870483,1.343524277627468,1.343524277627468,nan,0.001,0.001,65.17163151875138,1.994584321975708,1.98494291305542,1.0107568502426147,0.5079798463458011,1.9580135345458984,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.487628994975239e-05,-0.006856794003397226,0.0009575792355462909,1.9580135345458984,1.7437665462493896,2.0392212867736816,1.3188486099243164,1.02321195602417,1.2450501918792725,1.1831308603286743,0.7292098999023438,0.0012305938871577382,0.11967232823371887,0.0
16500,16500,82.5,0.4125,pretrain_W_on_S,16500,S,True,False,False,16500,0,0.4125,0.0,1.549280047416687,1.4202392539083957,1.4202392539083957,nan,0.001,0.001,67.18472036533058,1.994584321975708,1.9846546649932861,1.010774850845337,0.5080257813828593,1.9576892852783203,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.423618030268699e-05,-0.006856794003397226,0.0009580907644703984,1.9576892852783203,1.7436431646347046,2.039093255996704,1.3186780214309692,1.0232735872268677,1.2449116706848145,1.1832739114761353,0.7293742895126343,0.0012294829357415438,0.1196240782737732,0.0
17000,17000,85.0,0.425,pretrain_W_on_S,17000,S,True,False,False,17000,0,0.425,0.0,0.913578987121582,1.3699637099206448,1.3699637099206448,nan,0.001,0.001,69.22069075889885,1.994584321975708,1.9843757152557373,1.0107886791229248,0.5080684382159792,1.9573826789855957,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.476146806264296e-05,-0.006856794003397226,0.0009558607125654817,1.9573826789855957,1.7435258626937866,2.0389702320098877,1.3185210227966309,1.0231270790100098,1.244903564453125,1.1830278635025024,0.7293111085891724,0.0012285838602110744,0.11961822956800461,0.0
17500,17500,87.5,0.4375,pretrain_W_on_S,17500,S,True,False,False,17500,0,0.4375,0.0,1.7172573804855347,1.3860372353047132,1.3860372353047132,nan,0.001,0.001,71.29761514253914,1.994584321975708,1.984097957611084,1.0107998847961426,0.5081096325807574,1.9570825099945068,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.653043525759131e-05,-0.006856794003397226,0.0009515674319118261,1.9570825099945068,1.7434076070785522,2.0388572216033936,1.3183708190917969,1.0233283042907715,1.2449495792388916,1.1831514835357666,0.7297638654708862,0.0012274673208594322,0.11956027895212173,0.0
18000,18000,90.0,0.45,pretrain_W_on_S,18000,S,True,False,False,18000,0,0.45,0.0,2.340142250061035,1.361831677466631,1.361831677466631,nan,0.001,0.001,73.36263254657388,1.994584321975708,1.9838299751281738,1.0108122825622559,0.5081501825474377,1.9567897319793701,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.687538113212213e-05,-0.006856794003397226,0.0009501378517597914,1.9567897319793701,1.7432982921600342,2.0387473106384277,1.3182212114334106,1.0231295824050903,1.2450615167617798,1.1829524040222168,0.7297402620315552,0.0012285264674574137,0.11956222355365753,0.0
18500,18500,92.5,0.4625,pretrain_W_on_S,18500,S,True,False,False,18500,0,0.4625,0.0,1.4762535095214844,1.3876836087405682,1.3876836087405682,nan,0.001,0.001,75.425442494452,1.994584321975708,1.98354172706604,1.0108298063278198,0.5081959134644589,1.9564664363861084,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.851923095993698e-05,-0.006856794003397226,0.0009489249787293375,1.9564664363861084,1.7431796789169312,2.038628578186035,1.3180527687072754,1.0231237411499023,1.2448493242263794,1.1829742193222046,0.7300705909729004,0.0012269155122339725,0.11951500177383423,0.0
19000,19000,95.0,0.475,pretrain_W_on_S,19000,S,True,False,False,19000,0,0.475,0.0,1.60593581199646,1.3757913650870324,1.3757913650870324,nan,0.001,0.001,77.50192298926413,1.994584321975708,1.983257532119751,1.0108455419540405,0.5082402353187961,1.956150770187378,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.755000792210922e-05,-0.006856794003397226,0.0009472409728914499,1.956150770187378,1.7430623769760132,2.038506269454956,1.317900538444519,1.0230708122253418,1.2448492050170898,1.1828205585479736,0.7301808595657349,0.0012260939693078399,0.11951062083244324,0.0
19500,19500,97.5,0.4875,pretrain_W_on_S,19500,S,True,False,False,19500,0,0.4875,0.0,0.4775973856449127,1.3214798167347908,1.3214798167347908,nan,0.001,0.001,79.56898004561663,1.994584321975708,1.9829944372177124,1.0108600854873657,0.5082812625180488,1.955858588218689,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.707655408419669e-05,-0.006856794003397226,0.0009470679797232151,1.955858588218689,1.7429510354995728,2.0383927822113037,1.317751169204712,1.0231624841690063,1.2446423768997192,1.1829577684402466,0.7300823926925659,0.001225146697834134,0.11952262371778488,0.0
20000,20000,100.0,0.5,pretrain_W_on_S,20000,S,True,False,False,20000,0,0.5,0.0,1.1348098516464233,1.3104308829158544,1.3104308829158544,nan,0.001,0.001,81.64358917810023,1.994584321975708,1.9827308654785156,1.010875940322876,0.5083230179159908,1.9555633068084717,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.736685751704499e-05,-0.006856794003397226,0.0009483317844569683,1.9555633068084717,1.742841124534607,2.038278341293335,1.317601203918457,1.0232231616973877,1.2446764707565308,1.182775616645813,0.7304403781890869,0.0012222699588164687,0.11946487426757812,0.0
20500,20500,102.5,0.5125,pretrain_W_on_S,20500,S,True,False,False,20500,0,0.5125,0.0,1.4343435764312744,1.3242840256094932,1.3242840256094932,nan,0.001,0.001,83.71705093421042,1.994584321975708,1.9824604988098145,1.010888695716858,0.5083640936532858,1.9552674293518066,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.772586781764403e-05,-0.006856794003397226,0.0009483312605880201,1.9552674293518066,1.7427313327789307,2.038165330886841,1.3174549341201782,1.0232685804367065,1.2446134090423584,1.182574987411499,0.7302137017250061,0.0012226698454469442,0.11949940770864487,0.0
21000,21000,105.0,0.525,pretrain_W_on_S,21000,S,True,False,False,21000,0,0.525,0.0,0.2634274661540985,1.3523920378237964,1.3523920378237964,nan,0.001,0.001,85.78740257024765,1.994584321975708,1.9821913242340088,1.0109049081802368,0.5084067631167418,1.9549658298492432,0.9436385631561279,1.1904999017715454,0.01875934563577175,0.017699058428111432,2.307039927896056,-9.605178638594225e-05,-0.006856794003397226,0.0009470214718021452,1.9549658298492432,1.7426154613494873,2.038045883178711,1.3173032999038696,1.023310661315918,1.244659662246704,1.1827393770217896,0.7302093505859375,0.001221077865920961,0.11950119584798813,0.0
